"N_bikes" "temperature" "feels_like" "humidity" "wind_speed" "holiday" "weekend" "season"
"196" 35708 15.1041666666667 15.1041666666667 71.5 15.6041666666667 0 0 0
"197" 15478 13.4375 13.4375 80.2708333333333 23.1458333333333 0 1 3
"198" 38082 17.7083333333333 17.625 69.8125 15.6666666666667 0 0 0
"199" 36761 15.8333333333333 15.8333333333333 60.8958333333333 19.6666666666667 0 0 1
"200" 17593 13.0208333333333 13.0208333333333 81.6875 9 0 1 2
"201" 38505 20.4375 20.4375 62.7083333333333 19.9583333333333 0 0 1
"202" 23585 5.5 3.6875 65.5416666666667 9.33333333333333 0 0 3
"203" 26020 10.5 10.1666666666667 79.6041666666667 8.3125 0 1 2
"204" 23278 2.58333333333333 1.04166666666667 74.4791666666667 6.72916666666667 0 0 3
"205" 27864 12.1041666666667 11.4375 62.8333333333333 23.6458333333333 0 0 1
"206" 27422 10.4375 9.39583333333333 75.3541666666667 19.9166666666667 0 0 2
"207" 21850 2.875 -0.520833333333333 80.6875 14.125 0 0 3
"208" 37923 17.0416666666667 16.8958333333333 58.5416666666667 8.125 0 0 1
"209" 10842 4.1875 2.45833333333333 81.9166666666667 7.5 1 0 3
"210" 6421 7 4.4375 88.4375 14.125 0 1 3
"211" 36581 19.5416666666667 19.2083333333333 57.3541666666667 17 0 1 1
"212" 37045 14.1666666666667 14.1041666666667 62.1875 8.97916666666667 0 0 0
"213" 35993 14.2708333333333 14.2708333333333 62.6875 28.7083333333333 0 0 2
"214" 28219 18.6458333333333 18.625 68.4375 26.2916666666667 0 1 1
"215" 17539 5.70833333333333 2.33333333333333 72.7291666666667 18.0625 0 1 3
"216" 29579 9.08333333333333 7.22916666666667 64.25 18.875 0 0 0
"217" 30046 10.2916666666667 8.97916666666667 56.75 14.25 0 1 0
"218" 26765 6.79166666666667 4 64.6458333333333 16.4791666666667 0 0 2
"219" 25194 14.1458333333333 14.1458333333333 75.1458333333333 18.3958333333333 0 1 0
"220" 24386 3.66666666666667 1.8125 76.4583333333333 9.25 0 0 3
"221" 23240 18.5208333333333 18.5208333333333 75.4791666666667 21.6875 0 1 1
"222" 23136 10.3125 9.3125 83.3333333333333 17.1666666666667 0 0 3
"223" 21573 6.9375 6.14583333333333 82.1875 6.22916666666667 0 1 0
"224" 37769 18.3541666666667 18.3541666666667 54.3333333333333 21.4166666666667 0 0 1
"225" 25236 10.6875 9.27083333333333 66.3958333333333 14.125 1 0 0
"226" 23034 2.41666666666667 0.791666666666667 80 6.1875 0 0 3
"227" 35172 18.75 18.75 69.5833333333333 12.2083333333333 0 0 1
"228" 43573 24.7916666666667 24.625 62.1666666666667 13.5208333333333 0 0 2
"229" 26594 6.27083333333333 2.89583333333333 71.8333333333333 19.0833333333333 0 0 2
"230" 38808 16.8125 16.6875 63.1041666666667 20.4166666666667 0 0 1
"231" 20224 10.1875 8.97916666666667 80.3333333333333 27.2083333333333 0 0 3
"232" 17218 8.66666666666667 6.72916666666667 83.6875 13.6875 0 1 3
"233" 36101 17.125 17.125 58.7916666666667 27.8541666666667 0 0 1
"234" 30891 7.91666666666667 6.64583333333333 72.0208333333333 9.875 0 0 2
"235" 23535 11.144927536087 11.1014492752174 94.1739130434783 5.09420289856522 0 1 2
"236" 18922 12.5 12.2916666666667 88.4375 15.5208333333333 0 0 2
"237" 23580 3.91666666666667 1.45833333333333 68.6875 11.5208333333333 0 0 3
"238" 32760 10.4375 9.95833333333333 75.625 9.16666666666667 0 0 2
"239" 38076 21.6458333333333 21.6458333333333 64.6875 24.4375 0 1 1
"240" 36842 19.625 19.625 66.1875 23.125 0 0 1
"241" 37113 14.3541666666667 14.3541666666667 68.7291666666667 9.83333333333333 0 0 0
"242" 25448 6.6875 3.29166666666667 68.5833333333333 20.9791666666667 0 0 0
"243" 39451 17 16.8333333333333 56.3333333333333 12.8541666666667 0 0 1
"244" 12864 8.8695652173913 7.02173913043478 77.695652173913 12.2608695652174 0 1 0
"245" 31640 17.9375 17.9375 68.5 15.0833333333333 0 0 1
"246" 42641 27.375 27.4375 50.9791666666667 17.3125 0 0 1
"247" 40555 20.1875 20.0416666666667 62.2708333333333 19.2916666666667 0 0 2
"248" 36601 17.3958333333333 17.3958333333333 69.5416666666667 16.7083333333333 0 0 1
"249" 30053 11.6666666666667 11.3333333333333 74.7083333333333 11.1666666666667 0 0 2
"250" 27562 9.58333333333333 8.45833333333333 73.8958333333333 18.2708333333333 0 0 3
"251" 29709 14.2916666666667 14.2916666666667 65.3333333333333 13.125 0 0 2
"252" 16091 3.10416666666667 0.5625 75.625 9.5625 0 1 3
"253" 27607 3.0625 1.625 76.625 6.83333333333333 0 0 2
"254" 15265 19.4166666666667 19.4166666666667 75.4166666666667 21.9166666666667 0 1 2
"255" 28962 14.25 14.25 81.1875 17.2291666666667 0 0 2
"256" 36807 14.7708333333333 14.7708333333333 77.7291666666667 20.5625 0 0 2
"257" 35693 20.75 20.75 68.6666666666667 20.3125 0 0 1
"258" 21275 3.77083333333333 -1.25 73.5208333333333 26.5625 0 0 3
"259" 40236 18.2391304347826 18.195652173913 64.8260869565217 14.695652173913 0 0 1
"260" 24485 6.6875 3.27083333333333 64.6666666666667 20.2083333333333 0 0 0
"261" 24327 12.0625 12.0625 76.75 13.75 0 1 2
"262" 22768 14.7727272727273 14.7727272727273 77.3863636363636 29.2045454545455 0 0 2
"263" 30018 15.7916666666667 15.7916666666667 64.3125 11.4791666666667 0 1 0
"264" 33050 13.9583333333333 13.9583333333333 73.7083333333333 11.0416666666667 0 0 2
"265" 29135 19.4166666666667 19.4166666666667 72.2916666666667 22.6041666666667 0 1 1
"266" 24698 9.08333333333333 7.95833333333333 55.9791666666667 12.2708333333333 0 1 0
"267" 11455 8.35416666666667 5.54166666666667 70.5416666666667 22.0208333333333 1 0 3
"268" 33190 16.5681818181818 16.5681818181818 71.9545454545455 16.8409090909091 0 0 2
"269" 29716 18.6458333333333 18.6041666666667 64.6666666666667 13.7291666666667 0 1 1
"270" 26837 8.8125 8.20833333333333 66.7291666666667 6.20833333333333 0 0 0
"271" 32950 16.9583333333333 16.9583333333333 66.9375 15.8125 0 0 1
"272" 21640 1.25 -2.39583333333333 64.8541666666667 12.625 0 0 3
"273" 26000 8.9375 6.9375 76.6666666666667 16.1666666666667 0 0 2
"274" 33739 17.5833333333333 17.5833333333333 63.2916666666667 13.5 0 1 1
"275" 25419 19.0208333333333 19.0208333333333 85.6041666666667 12.5416666666667 0 0 1
"276" 38349 21.6458333333333 21.6666666666667 69.875 20.6666666666667 0 1 1
"277" 29206 13.0833333333333 12.4166666666667 57.7708333333333 17.8333333333333 0 1 0
"278" 30180 14.6875 14.6875 73.25 10.2291666666667 0 0 2
"279" 27137 8.52083333333333 7.89583333333333 66.5 11.1666666666667 0 0 0
"280" 30831 14.3541666666667 14.3125 77.3333333333333 11.2708333333333 0 1 0
"281" 29595 9.64583333333333 8.14583333333333 63.875 22.5833333333333 0 1 0
"282" 40577 20.4375 20.1041666666667 58.9166666666667 18.4166666666667 0 0 1
"283" 22805 8.97916666666667 7.89583333333333 85.6666666666667 8.4375 0 0 3
"284" 10613 7.6875 4.66666666666667 85 20.4583333333333 0 1 2
"285" 40159 21.0208333333333 21 61.625 21.2083333333333 0 0 1
"286" 23553 10.2708333333333 9.875 78.5208333333333 13.3333333333333 0 1 2
"287" 31292 11.2708333333333 10.9583333333333 70.0833333333333 10 0 0 2
"288" 30393 17.4583333333333 17.4583333333333 62.6875 23.0416666666667 0 1 1
"289" 26559 13.0416666666667 12.9791666666667 74.3125 20.25 0 0 3
"290" 18328 8.0625 5.60416666666667 79.8958333333333 15.3541666666667 0 0 3
"291" 35734 16.1875 16.1875 71.8333333333333 15 0 0 2
"292" 25481 3.83333333333333 3.1875 69.4791666666667 4.77083333333333 0 0 3
"293" 31826 15.195652173913 15.195652173913 70.9565217391304 6.97826086956522 0 1 2
"294" 25593 17.8541666666667 17.8541666666667 83.6666666666667 12.5416666666667 0 0 1
"295" 26871 12.75 12.75 89.25 17.5833333333333 0 0 1
"296" 44187 23.2083333333333 23.1875 62.7708333333333 12.2916666666667 0 1 1
"297" 32820 15.2708333333333 15.2291666666667 51.1875 23.7916666666667 0 1 1
"298" 18814 8.5625 5.85416666666667 69.625 23.1041666666667 0 0 0
"299" 10250 3.41666666666667 -0.916666666666667 77.9166666666667 20.125 0 1 3
"300" 22446 4 -0.291666666666667 70.0208333333333 21.4375 0 0 3
"301" 39270 19.3478260869565 19.2826086956522 62.2173913043478 13.7608695652174 0 0 2
"302" 26507 13.6458333333333 13.6458333333333 73.625 21.875 0 0 2
"303" 18069 5.70833333333333 2.41666666666667 79.7083333333333 16.7916666666667 0 1 2
"304" 30710 11.8958333333333 11.7083333333333 88.625 9.04166666666667 0 0 2
"305" 20463 9.04166666666667 7.1875 73.2708333333333 16.9166666666667 0 0 3
"306" 24697 8.60416666666667 6.08333333333333 75.8125 21.2083333333333 0 0 3
"307" 25780 8.47916666666667 7.16666666666667 85.875 10.2083333333333 0 0 0
"308" 14881 15.7708333333333 15.7708333333333 83.6458333333333 22.8958333333333 0 1 2
"309" 39157 19.3333333333333 19.3125 59.8958333333333 14.375 0 0 1
"310" 28331 10.9166666666667 9.5 63.125 24.2708333333333 0 0 0
"311" 38491 18.7083333333333 18.4583333333333 53.9583333333333 17.5833333333333 0 1 1
"312" 33968 20.125 20.125 67.75 19.75 0 1 1
"313" 17571 7.04166666666667 4.35416666666667 72.875 15.75 0 1 0
"314" 20893 5.10416666666667 3.79166666666667 83.1875 7.20833333333333 0 0 0
"315" 32781 14.1458333333333 14.1458333333333 73.375 8.375 0 0 2
"316" 27810 14.8125 14.8125 59.3958333333333 26.2708333333333 0 1 0
"317" 30954 16.9583333333333 16.9583333333333 72.6875 16.375 0 1 1
"318" 32226 14.7708333333333 14.6458333333333 66.5833333333333 13.6875 0 1 0
"319" 41703 17.8125 17.8125 62.4375 23.8333333333333 0 0 1
"320" 32188 21.25 21.25 69.25 15.2083333333333 0 1 1
"321" 20613 7.85416666666667 5.33333333333333 78.8958333333333 16 0 0 3
"322" 13697 4.4375 1.0625 72.875 15.9791666666667 0 1 3
"323" 43017 17.6666666666667 17.5625 55.6875 12.6041666666667 0 1 1
"324" 21200 2.89583333333333 -0.916666666666667 78.1041666666667 16.0208333333333 0 0 3
"325" 14052 3.77083333333333 2.4375 89.9791666666667 6.0625 0 0 3
"326" 28593 18.8541666666667 18.8541666666667 86.7708333333333 17.3125 0 0 1
"327" 22104 12.7291666666667 12.3333333333333 74.8541666666667 32.9166666666667 0 0 3
"328" 19034 4.8125 2.04166666666667 76.5208333333333 12.375 0 0 3
"329" 11019 10.0416666666667 8.77083333333333 79.1666666666667 22.5 0 1 3
"330" 45608 19.5208333333333 19.3958333333333 63.2708333333333 10.4583333333333 0 1 1
"331" 22848 9.20833333333333 8.85416666666667 97.6875 5.20833333333333 0 1 2
"332" 28157 6.5625 4.0625 63.2708333333333 13.75 0 0 0
"333" 27628 6.29166666666667 2.625 61.625 20.9375 0 0 0
"334" 25154 10.2916666666667 8.97916666666667 76.7083333333333 21.9791666666667 0 0 3
"335" 30874 11.2291666666667 10.5625 77.875 13.1458333333333 0 0 2
"336" 32038 8 6.60416666666667 70.2916666666667 9.97916666666667 0 0 2
"337" 16511 12.6458333333333 12.6458333333333 66.2708333333333 36.8333333333333 0 1 3
"338" 33888 12.8541666666667 12.6875 79.6458333333333 17.0208333333333 0 0 2
"339" 29817 13.6458333333333 13.5833333333333 72.5833333333333 11.6458333333333 0 1 2
"340" 29204 11.7916666666667 10.9166666666667 58.6458333333333 20.2083333333333 0 1 0
"341" 27621 9.54166666666667 8.5625 89.9583333333333 8.04166666666667 0 0 3
"342" 25734 13.3125 13.3125 81.5416666666667 14.4791666666667 0 0 3
"343" 15761 10.6041666666667 10.125 86.1458333333333 9.27083333333333 0 0 0
"344" 25337 9.10416666666667 7.1875 63.2916666666667 17.5208333333333 0 0 0
"345" 15267 4.66666666666667 2 78.0208333333333 13.8541666666667 0 1 3
"346" 21452 15.8333333333333 15.8333333333333 91.1041666666667 14.9583333333333 0 0 0
"347" 27574 16.0833333333333 16.0833333333333 91.3541666666667 9.95833333333333 0 0 0
