"N_bikes" "temperature" "feels_like" "humidity" "wind_speed" "holiday" "weekend" "season"
"348" 25324 7.875 4.625 65.6458333333333 22.2708333333333 0 0 3
"349" 9869 4.25 0.666666666666667 85.5625 18.4375 0 1 3
"350" 11424 7.4375 5.04166666666667 90.9583333333333 13.3125 0 1 3
"351" 29424 12.1041666666667 12.0625 83.5625 12.7916666666667 0 0 3
"352" 34908 11.375 10.8541666666667 61.6041666666667 12.75 0 0 0
"353" 21064 7.45652173913043 4.5 78.1086956521739 19.7608695652174 0 0 3
"354" 32381 10.3958333333333 9.47916666666667 72.4791666666667 16.8541666666667 0 0 0
"355" 27789 13.0208333333333 13.0208333333333 72.4791666666667 20.75 0 0 3
"356" 22423 11.2708333333333 10.3541666666667 79.4375 18.0416666666667 1 0 3
"357" 32006 12.5652173913043 12.5 76.7608695652174 6.91304347826087 0 0 2
"358" 25724 12.1875 11.8541666666667 72.375 19.7916666666667 0 0 3
"359" 17458 14.1875 14.1875 80.6666666666667 31.3958333333333 0 0 3
"360" 28033 10.5 10.0416666666667 95 9.16666666666667 0 0 2
"361" 20201 11.4583333333333 11.125 92.25 10.7083333333333 0 0 3
"362" 32526 15.1458333333333 15.1458333333333 59.875 19.9166666666667 0 1 0
"363" 23259 10.0833333333333 8.875 76.0416666666667 20.375 0 0 3
"364" 23845 6.58333333333333 2.85416666666667 64.1875 23.0416666666667 0 0 0
"365" 10216 8.875 5.64583333333333 72.7083333333333 34.625 1 0 0
"366" 23970 6.08333333333333 3.1875 65.875 16.8541666666667 0 0 0
"367" 17841 17.2083333333333 17.2083333333333 81.5833333333333 11.5416666666667 0 1 1
"368" 40664 25.4791666666667 25.5625 60.1041666666667 6.8125 0 0 1
"369" 27023 18.2777777777778 18.2777777777778 63.8055555555556 17.5277777777778 0 1 2
"370" 25849 20.0208333333333 20.0208333333333 74.5625 18.2291666666667 0 1 1
"371" 16898 7.27083333333333 3.89583333333333 81.5 21.125 0 0 3
"372" 28956 12.6666666666667 12.6666666666667 81.2291666666667 5.70833333333333 0 1 2
"373" 16360 12.4375 12.1041666666667 88.125 14.9791666666667 0 1 3
"374" 27191 9.58333333333333 8.4375 72.4166666666667 11.1875 0 0 0
"375" 11823 3.72916666666667 0.9375 83.1458333333333 11.1666666666667 1 0 3
"376" 34562 14.25 14.25 71.875 15.7708333333333 0 0 2
"377" 32636 13.1875 13.1666666666667 68.9375 8.5 0 1 2
"378" 27022 13.2083333333333 13.2083333333333 71.8541666666667 13.5625 0 1 2
"379" 14745 4.875 1.45833333333333 62.9791666666667 17.7708333333333 0 1 3
"380" 25730 13.1041666666667 13.1041666666667 79.0416666666667 17.1875 0 0 3
"381" 34010 13.4791666666667 13.4791666666667 81.7916666666667 11.8125 0 0 2
"382" 24941 11.5625 11.0416666666667 77.5416666666667 11.3125 0 1 0
"383" 27293 16.6875 16.6875 81.25 15.3125 0 0 1
"384" 7890 9.02083333333333 6.10416666666667 75.3541666666667 24.8958333333333 0 1 3
"385" 22819 4.75 1.95833333333333 83.9166666666667 13.0416666666667 0 0 3
"386" 20741 15.8958333333333 15.8958333333333 87.9375 13.75 0 0 2
"387" 26795 14.6041666666667 14.6041666666667 67.2083333333333 18.8125 1 0 0
"388" 23800 1.5625 0.354166666666667 77.4166666666667 5.41666666666667 0 0 3
"389" 13732 11.7291666666667 11.5625 73.4166666666667 15.0416666666667 1 0 3
"390" 20955 2.6875 -1.66666666666667 69.8541666666667 19.2708333333333 0 0 3
"391" 32992 11.8333333333333 11.8333333333333 79.0625 5.1875 0 0 2
"392" 39092 18.1666666666667 18.125 56.5208333333333 13.5625 0 0 1
"393" 35882 22.1041666666667 22.1041666666667 68.9166666666667 14.5625 0 0 1
"394" 29396 15.5833333333333 15.5833333333333 71.6875 19.9375 0 0 2
"395" 8990 9.30434782608696 7.82608695652174 85.9130434782609 10.7608695652174 0 1 2
"396" 26348 8.83333333333333 6.91666666666667 60.5 15.7291666666667 0 0 0
"397" 25556 15.4791666666667 15.4791666666667 79.8333333333333 9.5 0 0 2
"398" 35377 16.125 16.125 53.0625 17.5833333333333 0 0 1
"399" 28304 8.79166666666667 7.79166666666667 63.1458333333333 10.6666666666667 0 0 0
"400" 30628 15.1666666666667 15.1666666666667 67.4791666666667 9.41666666666667 0 1 0
"401" 13406 5.64583333333333 2.04166666666667 73.875 19 0 1 2
"402" 12291 8.4375 6.9375 91.3541666666667 10.25 0 1 3
"403" 38911 18.0227272727273 18.0227272727273 68.5909090909091 14.0454545454545 0 0 1
"404" 11583 9.66666666666667 8.14583333333333 81.3125 18.0416666666667 0 1 3
"405" 37644 18.2708333333333 18.25 61 22.9166666666667 0 0 1
"406" 43819 17.4375 17.375 63.3541666666667 13.3125 0 1 0
"407" 23038 7.04166666666667 5.95833333333333 90.2916666666667 6.54166666666667 0 0 3
"408" 13126 11.0416666666667 9.70833333333333 75.75 31.0833333333333 0 1 3
"409" 31520 10.5 9.5625 79.3125 10.5625 0 0 0
"410" 39923 17.2083333333333 17.2083333333333 59.1041666666667 13.4583333333333 0 0 1
"411" 35067 15.1458333333333 15.1458333333333 61.6041666666667 15.1666666666667 0 0 0
"412" 37292 16.8333333333333 16.8333333333333 78.4166666666667 6.41666666666667 0 0 2
"413" 24367 5.9375 3.10416666666667 66.2708333333333 14.3125 0 0 3
"414" 21592 9.08333333333333 7.66666666666667 77.3125 11.1041666666667 0 0 3
"415" 22597 10.8541666666667 10.4375 78.9375 22.3333333333333 0 0 3
"416" 16078 12.5 12.5 84.9791666666667 23.6041666666667 0 0 0
"417" 26934 2.79166666666667 0.0416666666666667 73.5833333333333 10.75 0 0 2
"418" 28095 7.25 6.5625 93.625 6.5 0 0 3
"419" 27339 13.4166666666667 13.2708333333333 87.7916666666667 13.3958333333333 0 0 2
"420" 27785 14.2708333333333 14.2708333333333 84.0416666666667 3.08333333333333 0 1 2
"421" 16952 6.6875 5.33333333333333 86.1666666666667 7.33333333333333 0 1 3
"422" 27512 18.8541666666667 18.8541666666667 69.8541666666667 23.3958333333333 0 1 2
"423" 24077 7.25 4.54166666666667 79.1458333333333 15.0833333333333 0 0 0
"424" 12215 3.79166666666667 0.666666666666667 80.0833333333333 14.7083333333333 0 1 0
"425" 23835 9.20833333333333 7.72916666666667 84.9791666666667 9.72916666666667 0 0 3
"426" 42412 17.7291666666667 17.625 53.5416666666667 9.60416666666667 0 0 1
"427" 10053 10.8157894736842 9.5 79.6842105263158 22.5789473684211 0 1 0
"428" 30575 11.5833333333333 10.9166666666667 65.7083333333333 14.9166666666667 0 0 0
"429" 33109 18.1041666666667 18.1041666666667 70.1041666666667 7.33333333333333 0 0 2
"430" 36693 20 19.7083333333333 49.2916666666667 18.9791666666667 0 1 1
"431" 30616 16.8125 16.8125 63.4166666666667 7 0 1 1
"432" 14575 6.64583333333333 2.45833333333333 67.5833333333333 26.5625 0 1 3
"433" 43326 22.375 22 50.3541666666667 14.8958333333333 0 0 1
"434" 44478 23.4583333333333 23.4791666666667 63.2708333333333 10.4375 0 0 2
"435" 23247 2.0625 -0.166666666666667 81.9583333333333 9.16666666666667 0 0 3
"436" 9797 6.5 3.72916666666667 82.5 16.7291666666667 1 0 3
"437" 9234 2.47916666666667 0.645833333333333 94.2708333333333 7.5 0 1 3
"438" 33299 18.0625 18.0625 68.9583333333333 16.0416666666667 0 0 1
"439" 34833 14.625 14.0208333333333 53.0208333333333 15.75 0 0 0
"440" 38553 20.7708333333333 20.7708333333333 67.5 16.625 0 1 1
"441" 22317 13.4375 13.4375 71.4791666666667 11.2916666666667 0 1 2
"442" 23697 14.4166666666667 14.4166666666667 75.25 19.9375 1 0 0
"443" 23858 5.70833333333333 3.85416666666667 81.4375 9.20833333333333 0 0 3
"444" 16381 8.27083333333333 5.125 67.8541666666667 27.0416666666667 0 1 3
"445" 40463 18.0416666666667 18.0416666666667 63.3541666666667 19.4791666666667 0 0 1
"446" 18083 7.95833333333333 4.60416666666667 76.0625 24.2291666666667 0 0 3
"447" 25788 9.0625 6.10416666666667 67.5 22.3125 0 0 2
"448" 18618 5.85416666666667 3.33333333333333 67.7291666666667 12.3958333333333 0 1 0
"449" 31144 13.1666666666667 13.1041666666667 62.3125 19.625 0 0 0
"450" 34267 14.1458333333333 14.1458333333333 73.7916666666667 16.1041666666667 0 0 0
"451" 35005 13.2708333333333 13.2708333333333 59.4166666666667 19.3541666666667 0 0 2
"452" 38043 17.4166666666667 17.4166666666667 71.3333333333333 11.6041666666667 0 0 2
"453" 29249 11 10.625 58.2916666666667 12.4375 0 1 0
"454" 29663 17.6875 17.6875 62.25 19.875 0 1 2
"455" 25830 8.08333333333333 5.54166666666667 78.7083333333333 18.0416666666667 0 0 2
"456" 37470 17.5416666666667 17.2083333333333 51.8958333333333 14.0625 0 0 0
"457" 29952 12.7291666666667 12.7291666666667 79.1875 7.375 0 0 2
"458" 24514 9 5.33333333333333 61.1875 30.0625 0 0 3
"459" 30587 11.25 10.5416666666667 77.4583333333333 17.3541666666667 0 0 2
"460" 23462 13.4791666666667 13.4791666666667 88.5416666666667 8.39583333333333 0 0 2
"461" 23488 13.2083333333333 13.2083333333333 78.25 8.75 0 1 2
"462" 19497 8.83333333333333 4.38888888888889 63.1666666666667 41.3888888888889 0 0 3
"463" 22799 6.1875 1.83333333333333 77.9583333333333 27.8125 0 0 3
"464" 43195 23.5 23.375 58.5208333333333 8.3125 0 0 1
"465" 29206 15.75 15.75 81.4791666666667 22.9375 0 0 2
"466" 37908 19.4583333333333 19.3541666666667 58.125 21.5208333333333 0 0 1
"467" 18358 7.93478260869565 4.76086956521739 75.0217391304348 21.0869565217391 0 0 0
"468" 41885 20.5 20.5 58.7291666666667 14.3541666666667 0 1 1
"469" 29829 15.0625 15.0625 78.3958333333333 9.5 0 0 2
"470" 25657 6.4375 4.5 68.0416666666667 10.8958333333333 0 0 3
"471" 14320 7.25 4.16666666666667 75.375 18.9166666666667 0 1 3
"472" 14709 10.4791666666667 8.70833333333333 66.125 34.3125 0 1 3
"473" 32324 12 11.9791666666667 74.6458333333333 11.2708333333333 0 0 2
"474" 24864 6.20833333333333 3.95833333333333 80.0208333333333 11.2083333333333 0 0 3
"475" 36548 18.5416666666667 18.5416666666667 70.3958333333333 16.7708333333333 0 0 1
"476" 19044 8.64583333333333 7.5 83.5208333333333 8.33333333333333 0 1 2
"477" 27462 10.0833333333333 7.875 70.5833333333333 22.5833333333333 0 0 2
"478" 19869 2.16666666666667 -1.04166666666667 85.5 11.8333333333333 0 0 3
"479" 17594 15.5208333333333 15.5208333333333 72.4791666666667 34.0625 0 1 2
"480" 34809 14.9166666666667 14.9166666666667 60.0625 14.6041666666667 0 0 0
"481" 26626 9.39583333333333 8.52083333333333 86.3125 7.54166666666667 0 0 2
"482" 28861 10.2916666666667 9.47916666666667 85.1666666666667 9.85416666666667 0 0 3
"483" 35695 17.8125 17.8125 55.7708333333333 9.66666666666667 0 0 1
"484" 31692 14.3333333333333 14.3333333333333 72.1666666666667 9.8125 0 0 2
"485" 36184 12.9375 12.7291666666667 63.7708333333333 15.2708333333333 0 0 0
"486" 23626 6.60416666666667 3.35416666666667 71.8333333333333 18.7083333333333 0 0 3
"487" 38551 18.7708333333333 18.7708333333333 65.6666666666667 16.125 0 0 1
"488" 37019 20.6041666666667 20.6041666666667 55.25 15.9166666666667 0 0 1
"489" 19824 7 4.52083333333333 81.7708333333333 13.6875 0 0 0
"490" 29441 11.0833333333333 10.9166666666667 68.0625 6.60416666666667 0 0 0
"491" 17238 7.41666666666667 6.45833333333333 95.9375 6.20833333333333 0 1 3
"492" 27413 8.20833333333333 6.14583333333333 70.3125 16.0208333333333 0 0 2
"493" 12510 4.29166666666667 1.1875 74.5416666666667 14 0 1 0
"494" 35751 17.1041666666667 17.1041666666667 75.875 15.625 0 0 2
"495" 26295 16.6458333333333 16.6458333333333 74.8125 9.75 0 1 1
"496" 31210 15.4375 15.4375 78.2708333333333 23.0208333333333 0 0 1
"497" 20704 9.35416666666667 7.16666666666667 80.0208333333333 25.3333333333333 0 0 0
"498" 26920 18.9565217391304 18.9565217391304 81.4565217391304 20.0434782608696 0 0 1
"499" 29884 13.3333333333333 13.1041666666667 72.8333333333333 9.85416666666667 0 1 2
"500" 24111 12.9166666666667 12.9166666666667 79.9791666666667 15.2291666666667 0 0 0
